STU_ID,stu_gender,race,aspire88,reading88,math88,science88,history88,reading90,math90,science90,history90,school_id,reading92,math92,science92,history92,faminc88,faminc92,freq_absent88,class_size88,teacher_cert88,teacher_status88,TCH_IDA,class_size90,teacher_cert92,class_size92,teacher_status92,teacher_id,high_faminc92,high_faminc88,male,asian,hispanic,black,white,native_american,fulltime88,fulltime92,certified88,certified92,small_class_size88,regular_class_size88,large_class_size88,small_class_size90,regular_class_size90,large_class_size90,small_class_size92,regular_class_size92,large_class_size92,always_small,always_nonsmall,totalscr88,totalscr90,totalscr92,ln_totalscr88,ln_totalscr90,ln_totalscr92,absent88_bin,uni_aspire88
2540410,1,3,4,55.209999,40.18,46.759998,43.880001,47.75,37.709999,50.029999,40.130001,72695,35.119999,37.27,43.779999,47.669998,10,10,2,17,1,1,7269503E,25,1,31,1,7269503E,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,186.03,175.62,163.84,5.2259078,5.1683226,5.0988903,Not frequently absent,Does not expect university
2540426,1,3,5,45.259998,44.459999,47.25,49.540001,48.34,51.900002,44,49.360001,72695,32.73,38.16,30.860001,33.619999,8,8,2,26,1,1,7269503E,30,1,24,1,7269503E,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,186.50999,193.60001,135.37,5.2284846,5.2657943,4.9080119,Not frequently absent,Expects university
2542261,2,2,5,54.709999,43.130001,40.880001,47.73,50.950001,39.52,45.099998,43.099998,6007,47.630001,34.23,46.34,43.279999,6,9,2,25,3,1,0600701M,20,1,34,1,0600701M,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,186.45,178.67,171.48,5.2281632,5.1855407,5.1444664,Not frequently absent,Expects university
2542279,1,2,4,43.110001,35.389999,39.830002,43.630001,37.689999,36.139999,35.799999,37.040001,6007,33.709999,33.939999,34.700001,39.32,5,5,2,16,1,1,0600704M,31,1,25,1,0600704M,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,161.96001,146.67,141.67,5.0873494,4.9881849,4.9535003,Not frequently absent,Does not expect university
2542299,2,2,5,61.310001,50.919998,51.389999,56.049999,55.07,54.82,49.360001,52.830002,6007,54.169998,52.52,50.290001,56.98,12,12,2,20,1,1,0600716E,29,1,28,1,0600716E,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,219.67,212.08,213.95999,5.3921266,5.3569636,5.3657889,Not frequently absent,Expects university
2544106,1,4,5,59.84,69.389999,59.75,54.66,52.799999,65.489998,60.43,56.07,67931,60.700001,63.68,54.939999,54.830002,9,9,2,29,1,1,6793103S,20,1,49,1,6793103S,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,243.64,234.78999,234.14999,5.4956918,5.4586916,5.4559617,Not frequently absent,Expects university
2544110,2,4,5,66.300003,47.560001,61.049999,53.669998,62.849998,52.119999,57.990002,50.650002,67931,54.540001,48.060001,54.099998,57.799999,10,12,2,22,1,1,6793101S,23,1,18,1,6793101S,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,228.58,223.61,214.5,5.4318862,5.4099035,5.36831,Not frequently absent,Expects university
2545005,2,2,6,47.889999,44.610001,49.73,48.98,40.34,49.57,42.529999,44.73,94524,99.989998,99.989998,99.989998,99.989998,12,12,2,18,1,1,9452401S,24,1,71,1,9452401S,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,191.20999,177.17,399.95999,5.2533722,5.1771097,5.9913645,Not frequently absent,Expects university
2545022,1,4,5,47.66,41.490002,46.529999,45.630001,42.990002,37.68,41.150002,32.040001,94524,50.419998,50.639999,48.830002,45.810001,7,8,2,23,1,1,9452402E,17,1,71,1,9452402E,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,181.31,153.86,195.7,5.2002082,5.0360432,5.2765827,Not frequently absent,Expects university
2545024,2,2,5,48.34,46.959999,49,44.709999,42.27,38.720001,39.41,42.970001,94524,99.989998,99.989998,99.989998,99.989998,6,7,1,17,1,1,9452402E,25,1,71,1,9452402E,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,189.00999,163.37,399.95999,5.2417998,5.0960174,5.9913645,Frequently absent,Expects university
2545028,2,2,6,63.549999,53.84,63.900002,53.91,56.860001,59.5,65.629997,59.720001,94524,59.799999,61.75,59.150002,64.360001,11,12,2,27,1,1,9452402E,29,1,71,1,9452402E,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,235.2,241.70999,245.06,5.4604363,5.4877386,5.501503,Not frequently absent,Expects university
2545063,1,2,4,37.560001,40.580002,40.139999,32.889999,35.369999,35.48,36.939999,32.529999,94524,31.57,40.580002,42.48,34.25,6,5,2,23,1,1,9452401S,25,1,20,1,9452401S,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,151.17,140.31999,148.88,5.018405,4.9439254,5.0031404,Not frequently absent,Does not expect university
2545084,2,2,5,50.599998,45.34,41.889999,42.970001,48.16,43.18,38.619999,36.169998,94524,44.91,44.09,41.509998,40.580002,7,7,1,17,1,1,9452402E,25,1,71,1,9452402E,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,180.8,166.13,171.09,5.1973915,5.1127706,5.1421895,Frequently absent,Expects university
2545089,1,2,5,40.080002,42.509998,40.869999,52.25,33.549999,38.459999,41.450001,34.07,94524,99.989998,99.989998,99.989998,99.989998,6,11,2,26,1,1,9452402E,17,1,11,1,9452402E,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,175.70999,147.53,399.95999,5.1688347,4.9940314,5.9913645,Not frequently absent,Expects university
2545445,2,2,3,63.240002,57.189999,55.23,58.93,61.790001,60.619999,61.959999,57.07,88986,65.269997,58.669998,58.549999,54.48,11,12,2,16,1,1,8898602E,18,1,17,1,8898602E,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,234.59,241.44,236.97,5.4578395,5.4866209,5.4679337,Not frequently absent,Does not expect university
2545474,1,2,5,50.139999,49.759998,60.139999,58.330002,56.529999,60.049999,62.07,51.220001,88986,42.040001,52.630001,52.700001,55.790001,9,9,2,14,1,1,8898602E,20,1,15,1,8898602E,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,218.37,229.87,203.16,5.3861909,5.4375138,5.3139939,Not frequently absent,Expects university
2546004,1,4,6,53.880001,60.919998,56.799999,59.240002,59.57,65.339996,53.049999,51.240002,5322,59.220001,59.470001,59.540001,52.650002,11,14,2,21,2,1,0532201S,21,1,13,1,0532201S,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,230.84,229.2,230.88,5.4417248,5.4345951,5.4418983,Not frequently absent,Expects university
2546007,1,4,4,53.869999,48.380001,49.93,54.040001,61.299999,42.959999,48.529999,51.990002,5322,57.619999,47.619999,48.779999,50.419998,10,11,2,23,1,1,0532211E,28,1,25,1,0532211E,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,206.22,204.78,204.44,5.3289437,5.3219361,5.3202744,Not frequently absent,Does not expect university
2546047,1,4,5,59.950001,60.259998,61.380001,57.110001,63.830002,66.919998,60.200001,68.199997,5322,59.849998,63.02,64.480003,54.66,10,12,2,15,2,1,0532202E,28,1,18,1,0532202E,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,238.7,259.14999,242.01001,5.4752073,5.5574069,5.4889789,Not frequently absent,Expects university
2546053,2,4,5,67.099998,72.480003,69.669998,65.57,66.790001,68.940002,64.169998,69.25,5322,65.239998,62.580002,64.279999,67.059998,13,14,2,21,2,1,0532203S,13,1,62,1,0532203S,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,274.82001,269.14999,259.16,5.6161165,5.5952687,5.5574455,Not frequently absent,Expects university
2546074,2,4,5,63.049999,60.41,56.130001,52.369999,57.970001,60.52,55.23,54.860001,5322,59.509998,56.720001,53.080002,45.099998,11,12,2,26,2,1,0532204E,25,1,17,1,0532204E,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,231.95999,228.58,214.41,5.4465647,5.4318862,5.3678899,Not frequently absent,Expects university
2546085,2,4,4,62.84,44.16,50,47.259998,59.060001,44.529999,46.099998,44.080002,5322,48.040001,41.290001,47.75,47.619999,11,11,2,25,1,1,0532211E,28,1,25,1,0532211E,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,204.25999,193.77,184.7,5.3193936,5.2666721,5.2187328,Not frequently absent,Does not expect university
2546304,2,4,6,70.550003,63.639999,62.150002,59.650002,63.279999,61.369999,57.290001,64.860001,30186,66.900002,61.59,58.560001,62.18,13,14,2,28,1,1,3018609S,28,1,28,1,3018609S,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,255.99001,246.8,249.23001,5.5451384,5.5085783,5.5183764,Not frequently absent,Expects university
2546335,2,4,5,61.950001,61.07,64.860001,52.540001,61.689999,56.93,62.700001,52.93,30186,54.43,57.950001,54.98,50.889999,9,11,2,27,1,1,3018609S,26,1,30,1,3018609S,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,240.42,234.25,218.25,5.4823875,5.456389,5.3856411,Not frequently absent,Expects university
2546353,2,4,6,50.009998,57.060001,53.32,50.139999,51.57,58.630001,53.419998,47.110001,30186,59.220001,57.18,48.939999,47.900002,12,12,2,27,1,1,3018603S,30,1,30,1,3018603S,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,210.53,210.73,213.24001,5.349628,5.3505778,5.3624182,Not frequently absent,Expects university
2546357,1,4,5,55.689999,47.669998,53.27,60.959999,56.380001,54.84,55.560001,61.439999,30186,64.150002,58.689999,61.419998,60.369999,7,10,2,31,1,1,3018609S,30,1,28,1,3018609S,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,217.59,228.22,244.63,5.3826127,5.4303102,5.4997468,Not frequently absent,Expects university
2546362,2,3,5,42.990002,48,43.84,46.049999,43.459999,51.330002,39.459999,47.389999,30186,43.5,50.68,36.700001,43.790001,8,9,2,30,1,1,3018609S,26,1,28,1,3018609S,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,180.88,181.64,174.67,5.197834,5.2020268,5.1628985,Not frequently absent,Expects university
2546443,1,3,5,44.32,52.400002,52.900002,60.099998,54.080002,54.119999,43.720001,61.470001,26234,53.509998,50.380001,41.82,61.889999,4,7,2,19,1,1,2623403M,23,1,23,1,2623403M,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,209.72,213.39,207.60001,5.3457732,5.3631215,5.3356133,Not frequently absent,Expects university
2546533,2,4,6,42.34,55.18,54.700001,49.970001,48.900002,59.040001,53.599998,42.689999,40577,50.040001,59.700001,53.849998,39.389999,13,13,2,15,1,1,4057701M,19,1,14,1,4057701M,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,202.19,204.23,202.98,5.3092079,5.3192468,5.3131075,Not frequently absent,Expects university
2546545,2,4,6,52.259998,52.360001,54.16,62.84,59.060001,53.860001,50.849998,54.650002,40577,54.970001,51.029999,57.130001,46.029999,9,10,2,27,1,1,4057701M,19,1,12,1,4057701M,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,221.62,218.42,209.16,5.4009643,5.3864198,5.3430996,Not frequently absent,Expects university
2546949,2,5,2,44.709999,50.049999,43.529999,42.450001,43.330002,48.919998,45.98,41.860001,78417,43.040001,47.029999,38.990002,42.16,10,10,2,17,1,1,7841701S,18,1,20,1,7841701S,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,180.73999,180.09,171.22,5.1970596,5.1934566,5.1429491,Not frequently absent,Does not expect university
2550633,2,1,6,65.739998,73.830002,44.48,60.75,65.790001,69.5,61.32,63.32,14424,99.989998,99.989998,99.989998,99.989998,15,15,2,22,1,1,1442404S,14,1,13,1,1442404S,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,244.8,259.92999,399.95999,5.5004416,5.5604124,5.9913645,Not frequently absent,Expects university
2550661,2,4,6,59.970001,50.950001,51.150002,46.290001,58.619999,53.759998,55.689999,52.209999,14424,55.32,55.400002,54.57,52,11,11,2,22,1,1,1442403S,22,2,33,1,1442403S,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,208.36,220.28,217.29001,5.3392673,5.3948994,5.3812327,Not frequently absent,Expects university
2552004,1,4,5,57.669998,56.040001,56.849998,58.139999,61.650002,54.540001,63.040001,57.970001,99517,64.660004,59.09,61.060001,62.630001,11,11,2,24,3,1,9951702E,30,1,31,1,9951702E,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,228.7,237.20001,247.44,5.4324112,5.4689035,5.511168,Not frequently absent,Expects university
2552050,2,1,6,63.049999,50.669998,49.619999,55.02,54.52,53.540001,54.240002,53.720001,99517,61.75,56.75,51.740002,61.830002,11,12,2,26,3,1,9951703S,26,1,25,1,9951703S,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,218.36,216.02,232.07001,5.3861451,5.375371,5.4470391,Not frequently absent,Expects university
2552056,2,3,6,53.330002,56.439999,44.110001,45.73,49.459999,54.91,46.580002,43.700001,99517,52.48,56.580002,54.959999,46.490002,12,12,2,25,1,1,9951703S,28,1,20,1,9951703S,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,199.61,194.64999,210.51001,5.2963653,5.271203,5.3495331,Not frequently absent,Expects university
2552063,1,4,4,52.209999,59,61.130001,52.09,65.620003,62.860001,61.290001,52.400002,99517,50.950001,57.529999,63.459999,48.380001,13,12,2,31,3,1,9951712S,7,1,28,1,9951712S,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,224.42999,242.17001,220.32001,5.4135637,5.4896402,5.395081,Not frequently absent,Does not expect university
2552085,2,4,5,58.049999,53.5,50.740002,50.150002,99.989998,99.989998,99.989998,99.989998,99517,99.989998,99.989998,99.989998,99.989998,11,12,2,31,1,1,9951702E,30,1,26,1,9951702E,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,212.44,399.95999,399.95999,5.3586597,5.9913645,5.9913645,Not frequently absent,Expects university
2553002,2,4,5,60.82,58.490002,43.860001,50.400002,62.490002,55.610001,42.380001,51.540001,62087,51.09,52.220001,43.959999,44.419998,8,10,2,22,1,1,6208705M,20,1,24,1,6208705M,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,213.57001,212.02,191.69,5.3639646,5.3566804,5.2558794,Not frequently absent,Expects university
2553045,1,4,2,64.029999,68.699997,70.620003,68.660004,66.629997,66.720001,67.209999,70.839996,62087,65,66.720001,63.619999,64.970001,10,11,2,26,1,1,6208708E,24,1,22,1,6208708E,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,272.01001,271.39999,260.31,5.6058388,5.6035938,5.5618734,Not frequently absent,Does not expect university
2553078,2,4,6,70.550003,61.349998,64.910004,76.699997,56.790001,64.25,60.209999,67.919998,62087,60.849998,61.209999,56.91,65.019997,12,15,2,26,1,1,6208708E,17,1,22,1,6208708E,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,273.51001,249.17,243.98999,5.6113381,5.5181355,5.4971271,Not frequently absent,Expects university
2553639,2,2,6,56.099998,50.639999,40.209999,45.59,50.049999,47.150002,41.25,46.259998,23320,49.07,46.91,37.029999,47.209999,4,1,1,27,1,1,2332007S,20,1,25,1,2332007S,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,192.53999,184.70999,180.22,5.260304,5.2187872,5.1941781,Frequently absent,Expects university
2554509,2,4,2,41.619999,50.849998,52.82,43.849998,55.720001,59.830002,58.349998,45.799999,59710,55.259998,54.41,52.380001,47.310001,8,10,2,28,1,1,5971001M,19,1,19,1,5971001M,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,189.14,219.7,209.36,5.2424874,5.3922629,5.3440552,Not frequently absent,Does not expect university
2554537,2,4,6,62.84,59.290001,65.290001,51.259998,62.560001,55.82,60.799999,56.619999,59710,58.630001,51.68,55.189999,54.470001,10,10,2,24,1,1,5971005M,25,1,8,1,5971005M,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,238.67999,235.8,219.97,5.4751239,5.4629841,5.3934913,Not frequently absent,Expects university
2554555,2,4,5,45.060001,46.5,42.990002,48.07,47.939999,44.240002,42.849998,46.349998,59710,42.560001,49.439999,43.580002,46.650002,9,10,2,28,1,1,5971007E,23,1,20,1,5971007E,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,182.62,181.38,182.23001,5.2074075,5.2005944,5.2052698,Not frequently absent,Expects university
2557246,2,3,5,50.099998,47.360001,40.080002,48.560001,53.43,44.07,43.970001,44.959999,74789,49.02,42.099998,40.139999,46.68,10,15,2,21,1,1,7478906E,23,1,17,1,7478906E,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,186.10001,186.42999,177.94,5.226284,5.228056,5.1814466,Not frequently absent,Expects university
2557250,2,4,6,64.599998,65.050003,54.939999,57.470001,65.709999,66.980003,63.52,57.310001,74789,65.300003,66.959999,64.089996,61.349998,11,11,2,23,1,1,7478905S,24,1,10,1,7478905S,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,242.06,253.52,257.70001,5.4891858,5.5354428,5.551796,Not frequently absent,Expects university
2557266,1,4,6,55.560001,54.099998,48.290001,59.810001,50.32,53.919998,46.889999,59.48,74789,42.540001,53.380001,50.080002,51.259998,12,13,2,23,1,1,7478906E,27,1,20,1,7478906E,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,217.76001,210.61,197.26001,5.3833938,5.350008,5.2845225,Not frequently absent,Expects university
2557268,1,3,5,56.189999,68.900002,61.759998,64.919998,57.080002,61.349998,48.540001,58.060001,74789,54.18,59.73,41.700001,52.869999,12,10,2,23,1,1,7478909E,26,1,22,1,7478909E,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,251.76999,225.03,208.48,5.5285158,5.4162335,5.3398433,Not frequently absent,Expects university
2557278,1,4,5,61.66,51.77,53.720001,52.91,62.970001,49.990002,55.75,54.48,74789,57.389999,53.580002,55.919998,56.389999,12,12,2,22,1,1,7478907E,27,1,30,1,7478907E,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,220.06,223.19,223.28,5.3939004,5.4080234,5.4084268,Not frequently absent,Expects university
2557290,1,4,5,47.77,46.959999,55.439999,48.02,48.799999,42.77,42.560001,47.880001,74789,99.989998,99.989998,99.989998,99.989998,12,12,2,23,1,1,7478907E,24,1,47,1,7478907E,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,198.19,182.01001,399.95999,5.2892261,5.2040615,5.9913645,Not frequently absent,Expects university
2557292,1,3,5,62.830002,61.84,65.269997,60.59,62.669998,67.889999,62.630001,60.490002,74789,47.209999,66.150002,55.709999,44.84,12,12,2,23,1,1,7478905S,24,1,17,1,7478905S,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,250.53,253.67999,213.91,5.5235786,5.5360737,5.3655553,Not frequently absent,Expects university
2558003,1,2,2,45.740002,37.540001,43.43,44.169998,41.299999,35.869999,44.080002,44.57,60586,99.989998,99.989998,99.989998,99.989998,9,10,2,18,1,1,6058621S,18,1,24,1,6058621S,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,170.88,165.82001,399.95999,5.1409616,5.1109028,5.9913645,Not frequently absent,Does not expect university
2561523,2,2,6,43.099998,44.139999,41.52,50.959999,41.869999,38.509998,39.48,46.759998,38579,41.459999,42.16,36.669998,41.66,6,5,2,24,1,1,3857905E,18,1,22,1,3857905E,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,179.72,166.62,161.95,5.1914001,5.1157155,5.0872874,Not frequently absent,Expects university
2561526,1,4,6,36.139999,37.259998,46.799999,30.610001,37.09,35.240002,44.650002,31.66,38579,99.989998,99.989998,99.989998,99.989998,8,6,2,23,1,1,3857909S,20,1,23,1,3857909S,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,150.81,148.64,399.95999,5.0160208,5.0015273,5.9913645,Not frequently absent,Expects university
2561588,1,4,5,45.52,50.189999,60.099998,59.639999,53.419998,51.400002,58.619999,51.990002,16376,56.459999,51.240002,56.310001,56.02,11,12,2,13,1,1,1637608E,23,1,18,1,1637608E,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,215.45,215.42999,220.03,5.3727288,5.3726358,5.393764,Not frequently absent,Expects university
2561817,2,2,5,49.830002,36.669998,37.779999,49.799999,48.98,38.32,38.18,51.5,27557,40.68,30.700001,99.980003,42.209999,9,6,2,15,1,1,2755704H,23,1,11,1,2755704H,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,174.08,176.98,213.57001,5.1595149,5.1760368,5.3639646,Not frequently absent,Expects university
2564263,1,2,4,43.57,44.57,47.619999,58.049999,47.349998,42.970001,43.02,50.240002,38579,59.57,48.23,45.849998,54.549999,5,8,2,12,1,1,3857906E,25,1,29,1,3857906E,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,193.81,183.58,208.2,5.2668781,5.2126508,5.3384991,Not frequently absent,Does not expect university
2564295,1,2,4,40.860001,43.130001,44.540001,48.389999,39.07,38.259998,38.66,44.040001,38579,41.380001,45.099998,48.990002,48.200001,7,9,2,16,1,1,3857904E,26,1,22,1,3857904E,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,176.92,160.03,183.67,5.1756978,5.0753613,5.2131405,Not frequently absent,Does not expect university
2564419,1,4,5,52.580002,54.419998,53.259998,52.970001,52.419998,52.82,56.73,48.93,61509,53.849998,52.169998,51.009998,47.380001,12,12,2,25,1,1,6150911S,24,1,25,1,6150911S,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,213.23,210.89999,204.41,5.3623714,5.3513842,5.320128,Not frequently absent,Expects university
2564453,2,2,4,66.260002,42.41,51.599998,64.18,57.34,42.02,47.349998,60.529999,87459,99.989998,99.989998,99.989998,99.989998,10,8,2,25,1,1,8745910S,31,1,21,1,8745910S,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,224.45,207.23999,399.95999,5.4136529,5.3338776,5.9913645,Not frequently absent,Does not expect university
2564463,1,3,6,42.060001,38.810001,37.470001,43.110001,36.580002,36.580002,34,38.779999,61509,36.790001,36.669998,30.9,38.990002,5,7,2,25,1,1,6150905S,23,1,26,1,6150905S,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,161.45001,145.94,143.35001,5.0841956,4.9831958,4.9652891,Not frequently absent,Expects university
2564466,1,4,5,59.040001,62.889999,65.190002,66.68,64.07,61.310001,71.029999,64.25,61509,60.610001,64.779999,61.740002,61.259998,11,11,2,30,1,1,6150904E,25,1,17,1,6150904E,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,253.8,260.66,248.39,5.5365467,5.5632167,5.5149999,Not frequently absent,Expects university
2564527,1,2,5,36.330002,37.869999,41.23,48.330002,47.939999,37.360001,48.630001,47.419998,8123,56.970001,37.919998,46.98,42.119999,7,7,2,23,1,1,0812302E,19,1,25,1,0812302E,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,163.76001,181.35001,183.98999,5.098402,5.200429,5.2148814,Not frequently absent,Expects university
2564546,2,2,5,50.240002,41.310001,46.360001,46.59,56.009998,46.98,38.310001,45.459999,8123,54.360001,51.970001,43.73,47.139999,10,10,2,22,1,1,0812302E,29,1,10,1,0812302E,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,184.5,186.75999,197.2,5.2176495,5.2298245,5.2842183,Not frequently absent,Expects university
2564554,2,2,4,47.810001,40.919998,49.459999,42.330002,42.900002,40.68,41.599998,46.060001,8123,47.290001,40.369999,44.509998,45.759998,9,9,2,27,1,1,0812302E,25,1,2,1,0812302E,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,180.52,171.24001,177.92999,5.1958418,5.1430659,5.1813903,Not frequently absent,Does not expect university
2564578,2,2,2,37.880001,41.119999,55.27,50.189999,34.580002,41.68,42.02,41.950001,8123,49.740002,42.75,44.130001,37.310001,7,5,2,31,1,1,0812303M,28,1,25,1,0812303M,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,184.45999,160.23001,173.93001,5.2174325,5.0766106,5.1586528,Not frequently absent,Does not expect university
2566607,1,4,5,64.580002,51.73,55.290001,60.619999,46.200001,45.41,48.73,56.48,36177,56.43,57.880001,57.560001,58.43,13,13,2,27,1,1,3617723M,23,2,27,1,3617723M,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,232.22,196.82001,230.3,5.4476852,5.2822895,5.439383,Not frequently absent,Expects university
2566612,2,1,6,59.119999,67.190002,54.75,67.419998,61.57,71.050003,63.939999,70.839996,36177,66.559998,70.379997,67.540001,61.32,12,9,2,19,1,1,3617728E,26,1,28,1,3617728E,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,248.48,267.39999,265.79999,5.5153623,5.5887456,5.5827441,Not frequently absent,Expects university
2566627,2,2,5,45.66,36.5,48.52,48.91,46.080002,36.950001,41.689999,48.43,36177,47.23,37.169998,38.700001,43.810001,12,11,2,15,1,1,3617717E,33,1,25,1,3617717E,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,179.59,173.14999,166.91,5.1906767,5.1541581,5.1174545,Not frequently absent,Expects university
2566647,2,1,6,65.690002,74.449997,76.080002,76.699997,66.949997,69.959999,66.919998,71.889999,36177,66.239998,68.779999,70.599998,69.129997,11,11,2,25,1,1,3617728E,26,1,28,1,3617728E,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,292.91998,275.72,274.75,5.6798997,5.6193857,5.6158614,Not frequently absent,Expects university
